"brand","model","cores","base_clock","boost_clock","tdp","integrated_graphics","multithreading","price"
"Intel","Core 2 Quad Q9505S",4,"{\"cycles\":2830000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Quad Q9550",4,"{\"cycles\":2830000000}",null,95,null,false,"[\"USD\",\"293.97\"]"
"Intel","Core 2 Quad Q9550",4,"{\"cycles\":2830000000}",null,95,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Quad Q9550S",4,"{\"cycles\":2830000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Quad Q9650",4,"{\"cycles\":3000000000}",null,95,null,false,"[\"USD\",\"138.44\"]"
"Intel","Core 2 Quad Q9650",4,"{\"cycles\":3000000000}",null,95,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core i3-10100",4,"{\"cycles\":3600000000}","{\"cycles\":4300000000}",65,"Intel UHD Graphics 630",true,"[\"USD\",\"105.44\"]"
"Intel","Core i3-10100F",4,"{\"cycles\":3600000000}","{\"cycles\":4300000000}",65,null,true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-10300",4,"{\"cycles\":3700000000}","{\"cycles\":4400000000}",65,"Intel UHD Graphics 630",true,"[\"USD\",\"179.08\"]"
"Intel","Core i3-10320",4,"{\"cycles\":3800000000}","{\"cycles\":4600000000}",65,"Intel UHD Graphics 630",true,"[\"USD\",\"197.99\"]"
"Intel","Core i3-2100",2,"{\"cycles\":3100000000}",null,65,"Intel HD Graphics 2000",true,"[\"USD\",\"25.00\"]"
"Intel","Core i3-2100T",2,"{\"cycles\":2500000000}",null,35,"Intel HD Graphics 2000",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-2105",2,"{\"cycles\":3100000000}",null,65,"Intel HD Graphics 3000",true,"[\"USD\",\"104.99\"]"
"Intel","Core i3-2120",2,"{\"cycles\":3300000000}",null,65,"Intel HD Graphics 2000",true,"[\"USD\",\"135.00\"]"
"Intel","Core i3-2120T",2,"{\"cycles\":2600000000}",null,35,"Intel HD Graphics 2000",true,"[\"USD\",\"133.88\"]"
"Intel","Core i3-2125",2,"{\"cycles\":3300000000}",null,65,"Intel HD Graphics 3000",true,"[\"USD\",\"143.01\"]"
"Intel","Core i3-2130",2,"{\"cycles\":3400000000}",null,65,"Intel HD Graphics 2000",true,"[\"USD\",\"95.01\"]"
"Intel","Core i3-3210",2,"{\"cycles\":3200000000}",null,55,"Intel HD Graphics 2500",true,"[\"USD\",\"283.50\"]"
"Intel","Core i3-3220",2,"{\"cycles\":3300000000}",null,55,"Intel HD Graphics 2500",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-3220T",2,"{\"cycles\":2800000000}",null,35,"Intel HD Graphics 2500",true,"[\"USD\",\"263.95\"]"
"Intel","Core i3-3225",2,"{\"cycles\":3300000000}",null,55,"Intel HD Graphics 4000",true,"[\"USD\",\"122.42\"]"
"Intel","Core i3-3240",2,"{\"cycles\":3400000000}",null,55,"Intel HD Graphics 2500",true,"[\"USD\",\"49.95\"]"
"Intel","Core i3-3240",2,"{\"cycles\":3400000000}",null,55,"Intel HD Graphics 2500",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-3245",2,"{\"cycles\":3400000000}",null,55,"Intel HD Graphics 4000",true,"[\"USD\",\"152.86\"]"
"Intel","Core i3-3250",2,"{\"cycles\":3500000000}",null,55,"Intel HD Graphics 2500",true,"[\"USD\",\"54.97\"]"
"Intel","Core i3-350M",2,"{\"cycles\":2267000000}",null,35,"Intel HD Graphics",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-4130",2,"{\"cycles\":3400000000}",null,54,"Intel HD Graphics 4400",true,"[\"USD\",\"164.99\"]"
"Intel","Core i3-4130T",2,"{\"cycles\":2900000000}",null,35,"Intel HD Graphics 4400",true,"[\"USD\",\"299.95\"]"
"Intel","Core i3-4150",2,"{\"cycles\":3500000000}",null,54,"Intel HD Graphics 4400",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-4160",2,"{\"cycles\":3600000000}",null,54,"Intel HD Graphics 4400",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-4160T",2,"{\"cycles\":3100000000}",null,35,"Intel HD Graphics 4400",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-4170",2,"{\"cycles\":3700000000}",null,54,"Intel HD Graphics 4400",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-4330",2,"{\"cycles\":3500000000}",null,54,"Intel HD Graphics 4600",true,"[\"USD\",\"395.28\"]"
"Intel","Core i3-4340",2,"{\"cycles\":3600000000}",null,54,"Intel HD Graphics 4600",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-4350",2,"{\"cycles\":3600000000}",null,54,"Intel HD Graphics 4600",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-4360",2,"{\"cycles\":3700000000}",null,54,"Intel HD Graphics 4600",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-4360T",2,"{\"cycles\":3200000000}",null,35,"Intel HD Graphics 4600",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-4370",2,"{\"cycles\":3800000000}",null,54,"Intel HD Graphics 4600",true,"[\"USD\",\"148.69\"]"
"Intel","Core i3-4370",2,"{\"cycles\":3800000000}",null,54,"Intel HD Graphics 4600",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-530",2,"{\"cycles\":2930000000}",null,73,"Intel HD Graphics",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-540",2,"{\"cycles\":3060000000}",null,73,"Intel HD Graphics",true,"[\"USD\",\"179.95\"]"
"Intel","Core i3-550",2,"{\"cycles\":3200000000}",null,73,"Intel HD Graphics",true,"[\"USD\",\"173.27\"]"
"Intel","Core i3-560",2,"{\"cycles\":3333000000}",null,73,"Intel HD Graphics",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-6098P",2,"{\"cycles\":3600000000}",null,54,"Intel HD Graphics 510",true,"[\"USD\",\"336.00\"]"
"Intel","Core i3-6100",2,"{\"cycles\":3700000000}",null,51,"Intel HD Graphics 530",true,"[\"USD\",\"196.00\"]"
"Intel","Core i3-6100",2,"{\"cycles\":3700000000}",null,51,"Intel HD Graphics 530",true,"[\"USD\",\"155.88\"]"
"Intel","Core i3-6100T",2,"{\"cycles\":3200000000}",null,35,"Intel HD Graphics 530",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-6100T",2,"{\"cycles\":3200000000}",null,35,"Intel HD Graphics 530",true,"[\"USD\",\"123.39\"]"
"Intel","Core i3-6300",2,"{\"cycles\":3800000000}",null,51,"Intel HD Graphics 530",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-6300T",2,"{\"cycles\":3300000000}",null,35,"Intel HD Graphics 530",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-6320",2,"{\"cycles\":3900000000}",null,51,"Intel HD Graphics 530",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-6320",2,"{\"cycles\":3900000000}",null,51,"Intel HD Graphics 530",true,"[\"USD\",\"573.00\"]"
"Intel","Core i3-7100",2,"{\"cycles\":3900000000}",null,51,"Intel HD Graphics 630",true,"[\"USD\",\"94.91\"]"
"Intel","Core i3-7100",2,"{\"cycles\":3900000000}",null,51,"Intel HD Graphics 630",true,"[\"USD\",\"100.97\"]"
"Intel","Core i3-7100T",2,"{\"cycles\":3400000000}",null,35,"Intel HD Graphics 630",true,"[\"USD\",\"425.65\"]"
"Intel","Core i3-7100T",2,"{\"cycles\":3400000000}",null,35,"Intel HD Graphics 630",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-7101TE",2,"{\"cycles\":3400000000}",null,35,"Intel HD Graphics 610",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-7300",2,"{\"cycles\":4000000000}",null,51,"Intel HD Graphics 630",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-7300T",2,"{\"cycles\":3500000000}",null,35,"Intel HD Graphics 630",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-7320",2,"{\"cycles\":4099999999}",null,51,"Intel HD Graphics 630",true,"[\"USD\",\"270.66\"]"
"Intel","Core i3-7320",2,"{\"cycles\":4099999999}",null,51,"Intel HD Graphics 630",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-7350K",2,"{\"cycles\":4200000000}",null,60,"Intel HD Graphics 630",true,"[\"USD\",\"0.00\"]"
"Intel","Core i3-7350K",2,"{\"cycles\":4200000000}",null,60,"Intel HD Graphics 630",true,"[\"USD\",\"148.99\"]"
"Intel","Core i3-8100",4,"{\"cycles\":3600000000}",null,65,"Intel UHD Graphics 630",false,"[\"USD\",\"139.99\"]"
"Intel","Core i3-8100",4,"{\"cycles\":3600000000}",null,65,"Intel UHD Graphics 630",false,"[\"USD\",\"166.20\"]"
"Intel","Core i3-8100T",4,"{\"cycles\":3100000000}",null,35,"Intel UHD Graphics 630",false,"[\"USD\",\"132.99\"]"
"Intel","Core i3-8300",4,"{\"cycles\":3700000000}",null,62,"Intel UHD Graphics 630",false,"[\"USD\",\"155.81\"]"
"Intel","Core i3-8300",4,"{\"cycles\":3700000000}",null,62,"Intel UHD Graphics 630",false,"[\"USD\",\"0.00\"]"
"Intel","Core i3-8300T",4,"{\"cycles\":3200000000}",null,35,"Intel UHD Graphics 630",false,"[\"USD\",\"154.81\"]"
"Intel","Core i3-8350K",4,"{\"cycles\":4000000000}",null,91,"Intel UHD Graphics 630",false,"[\"USD\",\"0.00\"]"
"Intel","Core i3-8350K",4,"{\"cycles\":4000000000}",null,91,"Intel UHD Graphics 630",false,"[\"USD\",\"194.99\"]"
"Intel","Core i3-9100",4,"{\"cycles\":3600000000}","{\"cycles\":4200000000}",65,"Intel UHD Graphics 630",false,"[\"USD\",\"144.69\"]"
"Intel","Core i3-9100F",4,"{\"cycles\":3600000000}","{\"cycles\":4200000000}",65,null,false,"[\"USD\",\"118.37\"]"
"Intel","Core i3-9100T",4,"{\"cycles\":3100000000}","{\"cycles\":3700000000}",35,"Intel UHD Graphics 630",false,"[\"USD\",\"0.00\"]"
"Intel","Core i3-9300",4,"{\"cycles\":3700000000}","{\"cycles\":4300000000}",62,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core i3-9300",4,"{\"cycles\":3700000000}","{\"cycles\":4300000000}",62,null,false,"[\"USD\",\"195.49\"]"
"Intel","Core i3-9320",4,"{\"cycles\":3700000000}","{\"cycles\":4400000000}",62,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core i3-9350K",4,"{\"cycles\":4000000000}","{\"cycles\":4600000000}",91,"Intel HD Graphics 630",false,"[\"USD\",\"331.67\"]"
"Intel","Core i3-9350K",4,"{\"cycles\":4000000000}","{\"cycles\":4600000000}",91,"Intel HD Graphics 630",false,"[\"USD\",\"0.00\"]"
"Intel","Core i3-9350KF",4,"{\"cycles\":4000000000}","{\"cycles\":4600000000}",91,null,false,"[\"USD\",\"161.36\"]"
"Intel","Core i5-10400",6,"{\"cycles\":2900000000}","{\"cycles\":4300000000}",65,"Intel UHD Graphics 630",true,"[\"USD\",\"179.99\"]"
"Intel","Core i5-10400F",6,"{\"cycles\":2900000000}","{\"cycles\":4300000000}",65,null,true,"[\"USD\",\"173.99\"]"
"Intel","Core i5-10500",6,"{\"cycles\":3100000000}","{\"cycles\":4500000000}",65,"Intel UHD Graphics 630",true,"[\"USD\",\"239.99\"]"
"Intel","Core i5-10600",6,"{\"cycles\":3300000000}","{\"cycles\":4800000000}",65,"Intel UHD Graphics 630",true,"[\"USD\",\"261.25\"]"
"Intel","Core i5-10600K",6,"{\"cycles\":4099999999}","{\"cycles\":4800000000}",125,"Intel UHD Graphics 630",true,"[\"USD\",\"260.99\"]"
"Intel","Core i5-10600KF",6,"{\"cycles\":4099999999}","{\"cycles\":4800000000}",125,null,true,"[\"USD\",\"322.77\"]"
"Intel","Core i5-2300",4,"{\"cycles\":2800000000}",null,95,"Intel HD Graphics 2000",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-2310",4,"{\"cycles\":2900000000}",null,95,"Intel HD Graphics 2000",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-2320",4,"{\"cycles\":3000000000}",null,95,"Intel HD Graphics 2000",false,"[\"USD\",\"249.95\"]"
"Intel","Core i5-2380P",4,"{\"cycles\":3100000000}",null,95,null,false,"[\"USD\",\"150.00\"]"
"Intel","Core i5-2400",4,"{\"cycles\":3100000000}",null,95,"Intel HD Graphics 2000",false,"[\"USD\",\"203.95\"]"
"Intel","Core i5-2400S",4,"{\"cycles\":2500000000}",null,65,"Intel HD Graphics 2000",false,"[\"USD\",\"172.00\"]"
"Intel","Core i5-2405S",4,"{\"cycles\":2500000000}",null,65,"Intel HD Graphics 3000",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-2450P",4,"{\"cycles\":3200000000}",null,95,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-2500",4,"{\"cycles\":3300000000}",null,95,"Intel HD Graphics 2000",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-2500K",4,"{\"cycles\":3300000000}",null,95,"Intel HD Graphics 3000",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-2550K",4,"{\"cycles\":3400000000}",null,95,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-3330",4,"{\"cycles\":3000000000}",null,77,"Intel HD Graphics 2500",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-3330S",4,"{\"cycles\":2700000000}","{\"cycles\":3200000000}",65,"Intel HD Graphics 2500",false,"[\"USD\",\"205.03\"]"
"Intel","Core i5-3340",4,"{\"cycles\":3100000000}","{\"cycles\":3300000000}",77,"Intel HD Graphics 2500",false,"[\"USD\",\"149.99\"]"
"Intel","Core i5-3340S",4,"{\"cycles\":2800000000}","{\"cycles\":3300000000}",65,"Intel HD Graphics 2500",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-3350P",4,"{\"cycles\":3100000000}",null,69,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-3360M",2,"{\"cycles\":2800000000}","{\"cycles\":3500000000}",35,"Intel HD Graphics",true,"[\"USD\",\"594.15\"]"
"Intel","Core i5-3450",4,"{\"cycles\":3100000000}",null,77,"Intel HD Graphics 2500",false,"[\"USD\",\"183.85\"]"
"Intel","Core i5-3450S",4,"{\"cycles\":2800000000}",null,65,"Intel HD Graphics 2500",false,"[\"USD\",\"95.00\"]"
"Intel","Core i5-3470",4,"{\"cycles\":3200000000}",null,77,"Intel HD Graphics 2500",false,"[\"USD\",\"85.00\"]"
"Intel","Core i5-3470S",4,"{\"cycles\":2900000000}",null,65,"Intel HD Graphics 2500",false,"[\"USD\",\"69.00\"]"
"Intel","Core i5-3550",4,"{\"cycles\":3300000000}",null,77,"Intel HD Graphics 2500",false,"[\"USD\",\"303.97\"]"
"Intel","Core i5-3550S",4,"{\"cycles\":3000000000}","{\"cycles\":3700000000}",65,"Intel HD Graphics 2500",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-3570",4,"{\"cycles\":3400000000}",null,77,"Intel HD Graphics 2500",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-3570K",4,"{\"cycles\":3400000000}",null,77,"Intel HD Graphics 4000",false,"[\"USD\",\"110.00\"]"
"Intel","Core i5-3570S",4,"{\"cycles\":3100000000}","{\"cycles\":3800000000}",65,"Intel HD Graphics 2500",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-4430",4,"{\"cycles\":3000000000}",null,84,"Intel HD Graphics 4600",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-4440",4,"{\"cycles\":3100000000}","{\"cycles\":3300000000}",84,"Intel HD Graphics 4600",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-4440S",4,"{\"cycles\":2800000000}","{\"cycles\":3300000000}",65,"Intel HD Graphics 4600",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-4460",4,"{\"cycles\":3200000000}","{\"cycles\":3400000000}",84,"Intel HD Graphics 4600",false,"[\"USD\",\"211.59\"]"
"Intel","Core i5-4460S",4,"{\"cycles\":2900000000}","{\"cycles\":3400000000}",65,"Intel HD Graphics 4000",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-4570",4,"{\"cycles\":3200000000}",null,84,"Intel HD Graphics 4600",false,"[\"USD\",\"302.94\"]"
"Intel","Core i5-4570S",4,"{\"cycles\":2900000000}",null,65,"Intel HD Graphics 4600",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-4570S",4,"{\"cycles\":2900000000}",null,65,"Intel HD Graphics 4600",false,"[\"USD\",\"401.14\"]"
"Intel","Core i5-4570T",2,"{\"cycles\":2900000000}",null,35,"Intel HD Graphics 4600",true,"[\"USD\",\"283.48\"]"
"Intel","Core i5-4590",4,"{\"cycles\":3300000000}","{\"cycles\":3700000000}",84,"Intel HD Graphics 4600",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-4590S",4,"{\"cycles\":3000000000}","{\"cycles\":3700000000}",65,"Intel HD Graphics 4000",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-4590T",4,"{\"cycles\":2000000000}",null,35,"Intel HD Graphics 4000",true,"[\"USD\",\"0.00\"]"
"Intel","Core i5-4670",4,"{\"cycles\":3400000000}",null,84,"Intel HD Graphics 4600",false,"[\"USD\",\"240.39\"]"
"Intel","Core i5-4670K",4,"{\"cycles\":3400000000}",null,84,"Intel HD Graphics 4600",false,"[\"USD\",\"405.31\"]"
"Intel","Core i5-4670S",4,"{\"cycles\":3100000000}","{\"cycles\":3800000000}",65,"Intel HD Graphics 4600",false,"[\"USD\",\"621.00\"]"
"Intel","Core i5-4690",4,"{\"cycles\":3500000000}","{\"cycles\":3900000000}",84,"Intel HD Graphics 4600",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-4690",4,"{\"cycles\":3500000000}","{\"cycles\":3900000000}",84,"Intel HD Graphics 4600",false,"[\"USD\",\"175.00\"]"
"Intel","Core i5-4690K",4,"{\"cycles\":3500000000}","{\"cycles\":3900000000}",88,"Intel HD Graphics 4600",false,"[\"USD\",\"228.95\"]"
"Intel","Core i5-4690K",4,"{\"cycles\":3500000000}","{\"cycles\":3900000000}",88,"Intel HD Graphics 4600",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-4690S",4,"{\"cycles\":3200000000}","{\"cycles\":3900000000}",65,"Intel HD Graphics 4600",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-5675C",4,"{\"cycles\":3100000000}","{\"cycles\":3600000000}",65,"Iris Pro Graphics 6200",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-6400",4,"{\"cycles\":2700000000}","{\"cycles\":3300000000}",65,"Intel HD Graphics 530",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-6400T",4,"{\"cycles\":2200000000}","{\"cycles\":2800000000}",35,"Intel HD Graphics 530",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-6402P",4,"{\"cycles\":2800000000}","{\"cycles\":3400000000}",65,"Intel HD Graphics 510",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-650",2,"{\"cycles\":3200000000}",null,73,"Intel HD Graphics",true,"[\"USD\",\"0.00\"]"
"Intel","Core i5-6500",4,"{\"cycles\":3200000000}","{\"cycles\":3600000000}",65,"Intel HD Graphics 530",false,"[\"USD\",\"210.00\"]"
"Intel","Core i5-6500",4,"{\"cycles\":3200000000}","{\"cycles\":3600000000}",65,"Intel HD Graphics 530",false,"[\"USD\",\"203.99\"]"
"Intel","Core i5-6500T",4,"{\"cycles\":2500000000}","{\"cycles\":3100000000}",35,"Intel HD Graphics 530",false,"[\"USD\",\"304.43\"]"
"Intel","Core i5-6500T",4,"{\"cycles\":2500000000}","{\"cycles\":3100000000}",35,"Intel HD Graphics 530",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-655K",2,"{\"cycles\":3200000000}",null,73,"Intel HD Graphics",true,"[\"USD\",\"0.00\"]"
"Intel","Core i5-660",2,"{\"cycles\":3330000000}",null,73,"Intel HD Graphics",true,"[\"USD\",\"349.95\"]"
"Intel","Core i5-6600",4,"{\"cycles\":3300000000}","{\"cycles\":3900000000}",65,"Intel HD Graphics 530",false,"[\"USD\",\"306.63\"]"
"Intel","Core i5-6600",4,"{\"cycles\":3300000000}","{\"cycles\":3900000000}",65,"Intel HD Graphics 530",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-6600K",4,"{\"cycles\":3500000000}","{\"cycles\":3900000000}",91,"Intel HD Graphics 530",false,"[\"USD\",\"199.95\"]"
"Intel","Core i5-6600T",4,"{\"cycles\":2700000000}","{\"cycles\":3500000000}",35,"Intel HD Graphics 530",false,"[\"USD\",\"294.98\"]"
"Intel","Core i5-6600T",4,"{\"cycles\":2700000000}","{\"cycles\":3500000000}",35,"Intel HD Graphics 530",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-661",2,"{\"cycles\":3330000000}",null,87,"Intel HD Graphics",true,"[\"USD\",\"0.00\"]"
"Intel","Core i5-670",2,"{\"cycles\":3460000000}",null,73,"Intel HD Graphics",true,"[\"USD\",\"0.00\"]"
"Intel","Core i5-680",2,"{\"cycles\":3600000000}",null,73,"Intel HD Graphics",true,"[\"USD\",\"0.00\"]"
"Intel","Core i5-7400",4,"{\"cycles\":3000000000}","{\"cycles\":3500000000}",65,"Intel HD Graphics 630",false,"[\"USD\",\"181.48\"]"
"Intel","Core i5-7400",4,"{\"cycles\":3000000000}","{\"cycles\":3500000000}",65,"Intel HD Graphics 630",false,"[\"USD\",\"189.98\"]"
"Intel","Core i5-7400T",4,"{\"cycles\":2400000000}","{\"cycles\":3000000000}",35,"Intel HD Graphics 630",false,"[\"USD\",\"145.99\"]"
"Intel","Core i5-7400T",4,"{\"cycles\":2400000000}","{\"cycles\":3000000000}",35,"Intel HD Graphics 630",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-750",4,"{\"cycles\":2660000000}",null,95,null,false,"[\"USD\",\"405.00\"]"
"Intel","Core i5-750",4,"{\"cycles\":2660000000}",null,95,null,false,"[\"USD\",\"90.00\"]"
"Intel","Core i5-7500",4,"{\"cycles\":3400000000}","{\"cycles\":3800000000}",65,"Intel HD Graphics 630",false,"[\"USD\",\"239.95\"]"
"Intel","Core i5-7500",4,"{\"cycles\":3400000000}","{\"cycles\":3800000000}",65,"Intel HD Graphics 630",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-7500T",4,"{\"cycles\":2700000000}","{\"cycles\":3300000000}",35,"Intel HD Graphics 630",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-7500T",4,"{\"cycles\":2700000000}","{\"cycles\":3300000000}",35,"Intel HD Graphics 630",false,"[\"USD\",\"179.99\"]"
"Intel","Core i5-750S",4,"{\"cycles\":2400000000}",null,82,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-760",4,"{\"cycles\":2800000000}",null,95,null,false,"[\"USD\",\"144.03\"]"
"Intel","Core i5-7600",4,"{\"cycles\":3500000000}","{\"cycles\":4099999999}",65,"Intel HD Graphics 630",false,"[\"USD\",\"269.98\"]"
"Intel","Core i5-7600",4,"{\"cycles\":3500000000}","{\"cycles\":4099999999}",65,"Intel HD Graphics 630",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-7600K",4,"{\"cycles\":3800000000}","{\"cycles\":4200000000}",91,"Intel HD Graphics 630",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-7600K",4,"{\"cycles\":3800000000}","{\"cycles\":4200000000}",91,"Intel HD Graphics 630",false,"[\"USD\",\"319.75\"]"
"Intel","Core i5-7600T",4,"{\"cycles\":2800000000}","{\"cycles\":3700000000}",35,"Intel HD Graphics 630",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-7600T",4,"{\"cycles\":2800000000}","{\"cycles\":3700000000}",35,"Intel HD Graphics 630",false,"[\"USD\",\"727.00\"]"
"Intel","Core i5-7640X",4,"{\"cycles\":4000000000}","{\"cycles\":4200000000}",112,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-7640X",4,"{\"cycles\":4000000000}","{\"cycles\":4200000000}",112,null,false,"[\"USD\",\"234.40\"]"
"Intel","Core i5-7640X",4,"{\"cycles\":4000000000}","{\"cycles\":4200000000}",112,null,false,"[\"USD\",\"237.96\"]"
"Intel","Core i5-8400",6,"{\"cycles\":2800000000}","{\"cycles\":4000000000}",65,"Intel UHD Graphics 630",false,"[\"USD\",\"227.92\"]"
"Intel","Core i5-8400",6,"{\"cycles\":2800000000}","{\"cycles\":4000000000}",65,"Intel UHD Graphics 630",false,"[\"USD\",\"188.50\"]"
"Intel","Core i5-8400T",6,"{\"cycles\":1700000000}","{\"cycles\":3300000000}",35,"Intel UHD Graphics 630",false,"[\"USD\",\"199.82\"]"
"Intel","Core i5-8500",6,"{\"cycles\":3000000000}","{\"cycles\":4099999999}",65,"Intel UHD Graphics 630",false,"[\"USD\",\"269.77\"]"
"Intel","Core i5-8500",6,"{\"cycles\":3000000000}","{\"cycles\":4099999999}",65,"Intel UHD Graphics 630",false,"[\"USD\",\"314.98\"]"
"Intel","Core i5-8500T",6,"{\"cycles\":2100000000}","{\"cycles\":3500000000}",35,"Intel UHD Graphics 630",false,"[\"USD\",\"217.38\"]"
"Intel","Core i5-8600",6,"{\"cycles\":3100000000}","{\"cycles\":4300000000}",65,"Intel UHD Graphics 630",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-8600",6,"{\"cycles\":3100000000}","{\"cycles\":4300000000}",65,"Intel UHD Graphics 630",false,"[\"USD\",\"242.73\"]"
"Intel","Core i5-8600K",6,"{\"cycles\":3600000000}","{\"cycles\":4300000000}",95,"Intel UHD Graphics 630",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-8600K",6,"{\"cycles\":3600000000}","{\"cycles\":4300000000}",95,"Intel UHD Graphics 630",false,"[\"USD\",\"223.00\"]"
"Intel","Core i5-8600T",6,"{\"cycles\":2300000000}","{\"cycles\":3700000000}",35,"Intel UHD Graphics 630",false,"[\"USD\",\"199.99\"]"
"Intel","Core i5-9400",6,"{\"cycles\":2900000000}","{\"cycles\":4099999999}",65,"Intel UHD Graphics 630",false,"[\"USD\",\"159.99\"]"
"Intel","Core i5-9400",6,"{\"cycles\":2900000000}","{\"cycles\":4099999999}",65,"Intel UHD Graphics 630",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-9400F",6,"{\"cycles\":2900000000}","{\"cycles\":4099999999}",65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-9400F",6,"{\"cycles\":2900000000}","{\"cycles\":4099999999}",65,null,false,"[\"USD\",\"139.99\"]"
"Intel","Core i5-9400T",6,"{\"cycles\":1800000000}","{\"cycles\":3400000000}",35,"Intel UHD Graphics 630",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-9500",6,"{\"cycles\":3000000000}","{\"cycles\":4400000000}",65,"Intel UHD Graphics 630",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-9500",6,"{\"cycles\":3000000000}","{\"cycles\":4400000000}",65,"Intel UHD Graphics 630",false,"[\"USD\",\"205.00\"]"
"Intel","Core i5-9500F",6,"{\"cycles\":3000000000}","{\"cycles\":4400000000}",65,null,false,"[\"USD\",\"236.34\"]"
"Intel","Core i5-9500F",6,"{\"cycles\":3000000000}","{\"cycles\":4400000000}",65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-9500T",6,"{\"cycles\":2200000000}","{\"cycles\":3700000000}",35,"Intel UHD Graphics 630",false,"[\"USD\",\"0.00\"]"
"Intel","Core i5-9600",6,"{\"cycles\":3100000000}","{\"cycles\":4600000000}",65,"Intel UHD Graphics 630",false,"[\"USD\",\"233.42\"]"
